SeraphimDroid Record,Starting date and time:,2019-08-12-15-46-07,Read interval (ms):,1000,MemTotal (kB),3749908
Total CPU usage (%),SeraphimDroid (Pid 18072) CPU usage (%),SeraphimDroid Memory (kB),,Memory used (kB),Memory available (MemFree+Cached) (kB),MemFree (kB),Cached (kB),Threshold (kB), dis_auto, dis_RNN
0,0,164784,,3168748,581160,78696,502464,221184,3.387624,0.9578819

0,0,164784,,3192724,557184,87240,470928,221184,3.2660596,0.9087467

0,0,164784,,3209844,540064,73384,466684,221184,7.9678597,3.883669

0,0,164784,,3073104,676804,207260,469380,221184,11.331419,5.785569

0,0,164784,,3077000,672908,182884,489912,221184,21.052969,58.283188

0,0,164784,,3097984,651924,75780,575636,221184,9.143661,36.14514

0,0,164784,,3070744,679164,73764,605400,221184,0.6162129,4.1475635

0,0,164784,,3081156,668752,74420,594200,221184,2.0290322,9.708707

0,0,164784,,3082396,667512,75744,591768,221184,1.473158,7.2869596

0,0,164784,,3081776,668132,99528,568604,221184,1.3350828,6.86432

0,0,164784,,3047840,702068,75216,627480,221184,0.970119,6.1775846

0,0,164784,,3059988,689920,73928,616120,221184,3.233917,15.574738

0,0,164784,,3045560,704348,73856,630068,221184,2.5812614,12.202739

0,0,164784,,3046820,703088,76144,626944,221184,3.419578,16.164455

0,0,164784,,3047388,702520,75348,627172,221184,3.2311957,15.349232

0,0,164784,,3050432,699476,76672,623052,221184,3.2234547,15.2030325

0,0,164784,,3049460,700448,77160,623292,221184,2.9932015,14.056716

0,0,164784,,3050764,699144,76700,622444,221184,3.0227299,14.145509

0,0,164784,,3020548,729360,99680,629680,221184,2.9634418,13.759929

0,0,164784,,3029568,720340,85492,634848,221184,4.659014,21.164186

0,0,164784,,3029708,720200,83652,636548,221184,3.768359,18.815683

0,0,164784,,3029080,720828,83684,637144,221184,3.7895966,18.812677

0,0,164784,,3031288,718620,77772,640824,221184,3.8025162,18.854357

0,0,164784,,3032496,717412,81004,636408,221184,3.8933222,18.770031

0,0,164784,,3032060,717848,81096,636752,221184,3.6636975,17.788391

0,0,164784,,3035472,714436,76288,638148,221184,3.6661274,17.773546

0,0,164784,,3037736,712172,80144,631868,221184,3.66672,17.264061

0,0,164784,,3040364,709544,76772,632772,221184,3.3761609,15.907387

0,0,164784,,3042788,707120,74288,632832,221184,3.3522172,15.51205

0,0,164784,,3043868,706040,75408,630632,221184,3.3201926,15.099549

0,0,164784,,3043376,706532,79380,627152,221184,3.2055051,14.530827

0,0,164784,,3044936,704972,77208,627888,221184,3.077916,14.045082

0,0,164784,,3045056,704852,81852,623000,221184,3.0592847,13.831685

0,0,164784,,3046764,703144,78316,624952,221184,2.8977902,13.171261

0,0,164784,,3048244,701664,78252,623392,221184,2.9136944,13.058829

0,0,164784,,3051144,698764,75924,622840,221184,2.8389828,12.601325

0,0,164784,,3051280,698628,78964,619664,221184,2.7641196,12.104054

0,0,164784,,3052784,697124,77204,619920,221184,2.6520135,11.64088

0,0,164784,,3055544,694364,77728,616636,221184,2.6274388,11.426595

0,0,164784,,3057224,692684,75528,617280,221184,2.4644628,10.656747

0,0,164784,,3058320,691588,73416,618420,221184,2.4119124,10.502896

0,0,164784,,3057052,692856,74432,618668,221184,2.38758,10.507655

0,0,164784,,3058740,691168,73260,617920,221184,2.4291728,10.616172

0,0,164784,,3059956,689952,77784,612168,221184,2.364866,10.326535

0,0,164784,,3061744,688164,75956,612208,221184,2.2060833,9.446717

0,0,164784,,3063568,686340,76692,609648,221184,2.1309187,9.231418

0,0,164784,,3065672,684236,74548,609688,221184,2.00888,8.725927

0,0,164784,,3067336,682572,72848,609724,221184,1.9285862,8.51285

0,0,164784,,3057896,692012,75332,616680,221184,1.9230479,8.366578

0,0,164784,,3042552,707356,112560,594796,221184,2.3423083,10.044368

0,0,164784,,3043872,706036,111216,594820,221184,2.4739418,13.690242

0,0,164784,,3045116,704792,109956,594836,221184,2.4698746,13.152404

0,0,164784,,3046948,702960,107808,595152,221184,2.4695382,12.663311

0,0,164784,,3048292,701616,106464,595152,221184,2.4712071,11.969921

0,0,164784,,3050352,699556,96664,602892,221184,2.4468513,11.499

0,0,164784,,3052136,697772,94556,603216,221184,2.6284192,10.429634

0,0,164784,,3050500,699408,96180,603228,221184,2.4786267,9.968589

0,0,164784,,3053064,696844,93344,603500,221184,2.5942242,10.320728

0,0,164784,,3053612,696296,92444,603852,221184,2.3722286,9.696206

0,0,164784,,3056768,693140,89480,604032,221184,2.3037848,9.549327

0,0,164784,,3054944,694964,88500,606464,221184,2.0080857,8.919398

0,0,164784,,3058592,691316,82036,609280,221184,2.112708,9.278326

0,0,164784,,3058900,691008,81696,609312,221184,2.0075438,8.822049

0,0,164784,,3057540,692368,83024,609344,221184,1.9991957,8.757007

0,0,164784,,3057336,692572,82512,610060,221184,2.0150177,8.920793

0,0,164784,,3058692,691216,81128,610088,221184,2.0406075,8.974252

0,0,164784,,3059796,690112,79720,610392,221184,2.0180306,8.767447

0,0,164784,,3061692,688216,77804,610412,221184,2.0013914,8.63237

0,0,164784,,3059636,690272,77416,612856,221184,1.9382597,8.401608

0,0,164784,,3060776,689132,76276,612856,221184,2.0591657,8.848004

0,0,164784,,3061544,688364,80256,608092,221184,2.0116537,8.710232

0,0,164784,,3062840,687068,78040,609028,221184,1.8686962,8.124476

0,0,164784,,3062128,687780,78728,609052,221184,1.8492012,8.047441

0,0,164784,,3063252,686656,76672,610000,221184,1.8740938,8.102313

0,0,164784,,3064692,685216,74412,610804,221184,1.8440293,8.066643

0,0,164784,,3062504,687404,76032,611372,221184,1.8296819,8.021684

0,0,164784,,3062268,687640,76256,611384,221184,1.894318,8.24565

0,0,164784,,3062796,687112,75700,611408,221184,1.8991348,8.24542

0,0,164784,,3069832,680076,79140,600936,221184,1.8772353,8.179558

0,0,164784,,3070044,679864,78884,600980,221184,1.3773582,6.4665747

0,0,164784,,3061252,688656,89600,599056,221184,1.3672465,6.436811

0,0,164784,,3063348,686560,76068,610492,221184,1.6296916,7.548523

0,0,164784,,3029760,720148,109568,610580,221184,1.8231559,7.960002

0,0,164784,,3029336,720572,109960,610612,221184,3.3060973,15.538649

0,0,164784,,3028876,721032,110396,610636,221184,3.2940161,15.61646

0,0,164784,,3030268,719640,108988,610652,221184,3.2814698,15.708368

0,0,164784,,3031360,718548,107856,610692,221184,3.2627745,15.128324

0,0,164784,,3032196,717712,107000,610712,221184,3.2452655,14.673322

0,0,164784,,3030712,719196,108544,610652,221184,3.2261028,14.322488

0,0,164784,,3031920,717988,107316,610672,221184,3.2165828,14.7760935

0,0,164784,,3033668,716240,105548,610692,221184,3.1965017,14.295531

0,0,164784,,3034660,715248,104504,610744,221184,3.1659348,13.657893

0,0,164784,,3032892,717016,106236,610780,221184,3.1391919,13.284875

0,0,164784,,3033476,716432,105128,611304,221184,3.152532,13.795444

0,0,164784,,3034964,714944,103620,611324,221184,3.1596277,13.50989

0,0,164784,,3034924,714984,102596,612060,221184,3.1179497,12.994046

0,0,164784,,3034932,714976,102884,612092,221184,3.1570709,12.862799

0,0,164784,,3036096,713812,101704,612108,221184,3.1224723,12.857982

0,0,164784,,3037296,712612,100476,612136,221184,3.0727265,12.469235

0,0,164784,,3036700,713208,101036,612172,221184,3.013014,12.084764

0,0,164784,,3038188,711720,99536,612184,221184,3.0262043,12.207765

0,0,164784,,3039836,710072,97872,612200,221184,2.9469392,11.756151

0,0,164784,,3041076,708832,96604,612228,221184,2.8396347,11.285504

0,0,164784,,3037832,712076,99576,612624,221184,2.74349,10.939642

0,0,164784,,3038616,711292,98648,612644,221184,2.9307058,11.737946

0,0,164784,,3039740,710168,94864,615304,221184,2.8808165,11.47665

0,0,164784,,3039232,710676,95348,615328,221184,2.754593,11.109998

0,0,164784,,3040368,709540,94004,615412,221184,2.7864661,11.193329

0,0,164784,,3041392,708516,93072,615444,221184,2.6759987,10.883285

0,0,164784,,3042464,707444,91972,615472,221184,2.570584,10.632152

0,0,164784,,3067628,682280,86260,596392,221184,2.45717,10.371404

0,0,164784,,3069612,680296,83900,596392,221184,0.930089,5.643573

0,0,164784,,3070472,679436,82920,596568,221184,0.91124004,5.383645

0,0,164784,,3072892,677016,80452,596688,221184,0.9076321,5.292096

0,0,164784,,3073384,676524,78988,597536,221184,0.86579037,5.0634174

0,0,164784,,3074980,674928,76592,598504,221184,0.89793205,5.0850086

0,0,164784,,3076444,673464,74944,598520,221184,0.95075876,5.059712

0,0,164784,,3075700,674208,75436,598772,221184,0.9980965,4.990035

0,0,164784,,3076700,673208,73916,598796,221184,0.99352694,5.0429344

0,0,164784,,3098292,651616,58100,592744,221184,1.0691347,5.021147

0,0,164784,,3094516,655392,84288,571104,221184,2.766659,4.7950726

0,0,164784,,3095840,654068,82928,571140,221184,0.13846925,2.0849624

0,0,164784,,3097768,652140,80980,571160,221184,0.15990138,1.9888741

0,0,164784,,3098672,651236,80176,571184,221184,0.20561281,1.8754051

0,0,164784,,3097600,652308,81092,571212,221184,0.23327976,1.8324643

0,0,164784,,3098736,651172,79688,571484,221184,0.20166989,1.8852462

0,0,164784,,3099928,649980,78464,571508,221184,0.2498485,1.8447787

0,0,164784,,3101028,648880,77364,571516,221184,0.3044962,1.8034128

0,0,164784,,3099880,650028,78364,571664,221184,0.36258775,1.7748471

0,0,164784,,3101308,648600,76900,571700,221184,0.30783904,1.8130027

0,0,164784,,3102136,647772,75836,571936,221184,0.38790655,1.7808306

0,0,164784,,3100440,649468,77524,571944,221184,0.45434853,1.7867666

0,0,164784,,3100720,649188,77212,571976,221184,0.34922203,1.8141707

0,0,164784,,3101448,648460,76044,572416,221184,0.3662296,1.8094338

0,0,164784,,3100900,649008,76580,572436,221184,0.43596998,1.8290553

0,0,164784,,3102660,647248,74716,572532,221184,0.4007914,1.8372458

0,0,164784,,3104228,645680,73148,572532,221184,0.52913356,1.8292135

0,0,164784,,3104596,645312,75564,569748,221184,0.659588,1.8373445

0,0,164784,,3103848,646060,75780,570280,221184,0.48018622,1.592837

0,0,164784,,3102420,647488,79096,568392,221184,0.46471283,1.637469

0,0,164784,,3103264,646644,78204,568440,221184,0.2731616,1.543336

0,0,164784,,3102388,647520,79120,568480,221184,0.31291983,1.5215071

0,0,164784,,3103400,646508,78000,568508,221184,0.27160022,1.5473385

0,0,164784,,3104216,645692,77144,568548,221184,0.32270885,1.5216266

0,0,164784,,3103780,646128,76680,569448,221184,0.36750042,1.5077062

0,0,164784,,3101752,648156,78648,569508,221184,0.40329573,1.5748297

0,0,164784,,3102880,647028,77284,569744,221184,0.2961751,1.6234413

0,0,164784,,3095520,654388,79480,574908,221184,0.36860025,1.6089386

0,0,164784,,3094816,655092,79380,575712,221184,0.2314966,2.1684442

0,0,164784,,3087612,662296,86572,575724,221184,0.23325177,2.2463858

0,0,164784,,3088376,661532,83844,577688,221184,0.119095914,2.818515

0,0,164784,,3077232,672676,94132,578544,221184,0.11870168,2.7724493

0,0,164784,,3076188,673720,95100,578620,221184,0.35705653,4.284615

0,0,164784,,3076804,673104,90560,582544,221184,0.40661082,4.4717393

0,0,164784,,3124324,625584,74256,551052,221184,0.37881577,4.226675

0,0,164784,,3075104,674804,112728,562076,221184,0.74963504,0.5522215

0,0,164784,,3077652,672256,108136,564244,221184,0.6034075,6.8039684

0,0,164784,,3079544,670364,105328,564664,221184,0.5156751,5.6588154

0,0,164784,,3080940,668968,103920,565048,221184,0.47200537,4.9822783

0,0,164784,,3080236,669672,103640,566032,221184,0.43334916,4.6325407

0,0,164784,,3081452,668456,100632,567824,221184,0.42951107,4.6723604

0,0,164784,,3133800,616108,82784,533324,221184,0.36361352,4.1799116

0,0,164784,,3161624,588284,75220,512712,221184,1.0510864,0.19188038

0,0,164784,,3161108,588800,109256,479300,221184,4.124301,1.3345966

0,0,164784,,3189568,560340,72036,488240,221184,6.628786,5.2964125

0,0,164784,,3169544,580364,82456,497628,221184,9.244699,4.397761

0,0,164784,,3199872,550036,38060,514352,221184,5.145378,2.0554845

0,0,164784,,3222804,527104,74056,453108,221184,15.618755,10.840849

0,0,164784,,3261556,488352,57164,431936,221184,17.278852,10.441818

0,0,164784,,3198556,551352,72756,478840,221184,31.874197,20.839489

0,0,164784,,3185028,564880,74516,490364,221184,10.577675,5.340624

0,0,164784,,3199340,550568,78080,472492,221184,7.595802,3.3698223

0,0,164784,,3262932,486976,24088,462888,221184,10.37241,5.458001

0,0,164784,,3096232,653676,134564,519360,221184,37.5944,26.845808

0,0,164784,,3039804,710104,137580,572524,221184,1.0428115,11.214493

0,0,164784,,3019572,730336,138972,591488,221184,2.409979,18.77611

0,0,164784,,3010864,739044,95468,643576,221184,3.679488,23.346643

0,0,164784,,2995320,754588,100844,653764,221184,4.2228675,18.992435

0,0,164784,,2984452,765456,109140,656316,221184,5.168955,23.803436

0,0,164784,,2978344,771564,95788,676024,221184,5.8601484,27.627922

0,0,164784,,2990652,759256,82068,677188,221184,6.103741,29.54436

0,0,164784,,2995164,754744,76304,677944,221184,5.330763,25.993788

0,0,164784,,2997568,752340,78804,673536,221184,5.3304157,25.010923

0,0,164784,,3000052,749856,73292,676192,221184,4.940066,23.644339

0,0,164784,,2993784,756124,70320,686208,221184,5.147953,23.519587

0,0,164784,,2981864,768044,82268,685776,221184,5.8870487,26.17324

0,0,164784,,2985720,764188,79176,685136,221184,5.813585,27.994814

0,0,164784,,2985720,764188,80984,683452,221184,5.6473403,26.821218

0,0,164784,,2989464,760444,76984,683460,221184,5.481196,26.331003

0,0,164784,,2993584,756324,73208,683240,221184,5.4267535,25.386805

0,0,164784,,2990048,759860,79796,680064,221184,5.395176,24.474806

0,0,164784,,2989792,760116,74896,685220,221184,5.119396,24.34996

0,0,164784,,2965520,784388,95640,688748,221184,5.4545903,25.01121

0,0,164784,,2969828,780080,91400,688804,221184,6.537793,31.056646

0,0,164784,,2974140,775768,86948,688820,221184,6.0914845,29.427544
